# center point of this view with each line per frame and reference to reference cam (view_0)
x,y,z
0.04845433214761319,-0.41577768567432544,2.7068670975854605
0.053925482010170916,-0.41821437560163965,2.7031149173683757
0.05940406698712655,-0.42124584419039013,2.6999076718376873
0.06470636990751369,-0.42434752719306823,2.6978776320507007
0.0700612467937114,-0.42615147081187743,2.6981683464401383
0.07580820150177342,-0.42680685176064287,2.699530801708448
0.08138119628570092,-0.4273048813331185,2.7012819004042408
0.08769789384373919,-0.4263702329688978,2.705244243661397
0.09416483437427298,-0.4271640148607476,2.7082761846637355
0.1005264188847903,-0.4245143123111963,2.710441264213263
0.10710349527701579,-0.4267599755856132,2.7130120703476424
0.1138338910272233,-0.42623161719191704,2.7162077550500774
0.12066051102968323,-0.4256234678794248,2.7183198804845783
0.127562123849417,-0.424605111274491,2.720809348830284
0.13513326981035517,-0.4226092498310816,2.7245167194201345
0.14328780076040365,-0.42090089378147655,2.7294608361806496
0.15119728962417472,-0.41977398767162033,2.734789403145964
0.15942366572350425,-0.41816357192560283,2.7397313833335364
0.16821283786535068,-0.41631871182917557,2.7461983304230446
0.17723879783449825,-0.41608370481532697,2.751763495153932
0.1858703307573249,-0.4141691176182213,2.756013586245047
0.19569745308098252,-0.41196918320631326,2.762898326059513
0.2059283623614923,-0.40891445157803286,2.770173119150212
0.21707067431656935,-0.40741296988443976,2.779887551494527
0.22796870608300546,-0.40342636496377426,2.7881734467732504
0.2394243449580819,-0.39855958992638324,2.7964022386427265
0.24900537845845744,-0.39991043846873303,2.800757243155691
0.25865457392631364,-0.3982789238762757,2.8047310635125307
0.2666876809651577,-0.39796939376036644,2.80492870442904
0.2733435529946508,-0.40129828877652135,2.802582563237495
0.28148294025741744,-0.40166801755041026,2.8038070025406485
0.2868589329949042,-0.40135012301087636,2.8031432903155746
0.29126547441756434,-0.401376152446779,2.8003724728889603
0.2969504807246835,-0.40695290924493505,2.8002306216530966
0.300802899779061,-0.4094857458697153,2.796532265355156
0.30644547943356454,-0.41063653007480966,2.7947410346334656
0.3123756883710985,-0.41131420881734254,2.7928294330434755
0.3183208590182126,-0.4112244484733086,2.7905439121668487
0.324826064092901,-0.4097867005495636,2.78859307212403
0.3311943513049668,-0.4077354795489711,2.785791081587867
0.33693372496359747,-0.40564770948828405,2.7823840067695147
0.3430695723261635,-0.4039256519344964,2.779941517843466
0.35040078399010804,-0.4026430542985163,2.7801622441165907
0.35830300490485945,-0.39973850617315215,2.7811627284774976
0.36569664800879476,-0.39742574745985254,2.782463719459658
0.3731012866719545,-0.39490752227088716,2.7834322000619305
0.38224374883873485,-0.39326469918877327,2.786233625559381
0.3906953029728922,-0.3909122176904197,2.7882479096292814
0.3994184582700836,-0.38961056524610144,2.7903727328575307
0.4080500375492284,-0.38767278361164315,2.7922850049592274
