# center point of this view with each line per frame and reference to reference cam (view_0)
x,y,z
-3.434032924914268e-16,-0.47971854365521704,2.2999999999999994
1.977837073245297e-13,-0.4818908666619065,2.3000000000003755
-4.1044801674475743e-13,-0.4862508282002517,2.2999999999961034
1.6509394064453233e-13,-0.4911975548533368,2.3000000000008614
9.94956157444003e-13,-0.4963370135204005,2.2999999999997245
-4.697566705880459e-13,-0.49771558386300685,2.299999999992793
2.7243146609994374e-12,-0.4990929688112131,2.2999999999983762
1.0745632848177755e-12,-0.4982819166828104,2.2999999999999936
-1.2045332066424168e-12,-0.49877183276636183,2.2999999999945215
2.0679107773142872e-12,-0.4940980563274322,2.3000000000108085
2.443167774073377e-13,-0.4994987378257709,2.2999999999959373
2.707405028690576e-12,-0.4996321428666345,2.2999999999919614
-2.4397485585173127e-12,-0.498569751526053,2.2999999999912744
-1.1266671111621214e-12,-0.4993591249095882,2.3000000000061256
2.7477363632093252e-12,-0.5002819881017345,2.3000000000174343
4.302663113366509e-13,-0.499381465363089,2.3000000000350225
-4.096439273991539e-12,-0.49867721905007234,2.299999999970126
1.9089342461393135e-12,-0.49896825042077253,2.3000000000311926
3.880399727244453e-12,-0.4990373676933364,2.30000000003069
4.5175891130343e-12,-0.5013264138947517,2.3000000000859284
-2.2385041202553136e-12,-0.500530213836774,2.300000000034222
7.277326996637939e-13,-0.49636235379105254,2.300000000000781
9.366310388795472e-13,-0.49471015511675676,2.30000000002523
2.690242786264924e-12,-0.49380223269372214,2.299999999991315
2.7058795767885433e-12,-0.48998515904310336,2.299999999973701
3.4502609644081664e-12,-0.4867739986928111,2.300000000029855
-4.904591746378745e-13,-0.4912149253977266,2.2999999999821075
-3.2974986462294725e-12,-0.4851939869333779,2.3000000000867757
9.201394286531493e-14,-0.4777130593044373,2.2999999999470573
6.1737129644684496e-12,-0.4816851684535799,2.2999999999408427
6.2929498634495424e-12,-0.48445903868357443,2.2999999999532617
-6.199336798469707e-12,-0.48369197462307867,2.300000000080419
-6.701689839743678e-12,-0.47543642144861054,2.300000000006714
9.560423488987726e-12,-0.4818544141435702,2.30000000002031
8.70828249374271e-12,-0.4822472803444502,2.3000000000437004
1.726223478714108e-12,-0.4814010332053219,2.3000000000119925
2.385343450389645e-12,-0.4833917882068087,2.2999999999961673
1.6522071852494363e-12,-0.4835788437265731,2.30000000000235
-3.1514403103234296e-12,-0.48305632771606355,2.2999999999382634
3.6046260377387594e-12,-0.48221457413271396,2.300000000019566
2.221302677549464e-12,-0.4800354636540619,2.300000000003392
1.194999856376239e-13,-0.47739747749078754,2.300000000101297
-3.058936873132204e-12,-0.4751906632897084,2.300000000016436
-4.658236005379374e-12,-0.47195912378491367,2.300000000026961
-5.0550183513159085e-12,-0.47036747719209926,2.299999999992039
-2.5790281728964485e-12,-0.4681061873214841,2.299999999999392
1.0431718452641726e-12,-0.4686324636051541,2.2999999999371523
-4.401840871476125e-12,-0.4659790679576987,2.299999999969902
1.7466336831868443e-12,-0.4653743904658081,2.300000000033174
2.897306533237308e-12,-0.4662013991797215,2.300000000009771
