# 3D bounding box relative to reference coordinate systems (view_0)
min_x,max_x,min_y,max_y,min_z,max_z
-0.15090603089799665,0.22289396910200335,-1.0,0.05315000000000003,2.1208159692017916,2.4316153692017917
-0.1537465983917118,0.22320340160828822,-1.0,0.05315000000000025,2.1192052477904606,2.4405044977904606
-0.15465565619221477,0.22334434380778534,-1.0,0.054199999999999804,2.1200044140292933,2.4507544140292934
-0.15245631695066875,0.22344308304933103,-1.0,0.054199999999999804,2.1075491133394957,2.460349113339496
-0.14938303733597413,0.22336651266402585,-1.0,0.054199999999999804,2.0756011548319657,2.468301154831967
-0.14599259502242923,0.22150800497757128,-1.0,0.0531499999999987,2.0551742485655806,2.4762242485655817
-0.1444262286600182,0.22097377133998197,-1.0,0.05420000000000158,2.0402380315256563,2.480188031525656
-0.14364399911079406,0.22385660088920645,-1.0,0.05315000000000225,2.032221583728119,2.482671583728119
-0.1417769963190425,0.22572285368095812,-1.0,0.05105000000000004,2.0329947980241156,2.477144798024116
-0.13789776043889734,0.22750253956110278,-1.0,0.05630000000000024,2.0403025190157704,2.469752519015773
-0.13563972382322387,0.2297608761767762,-1.0,0.04684999999999917,2.0525810611215745,2.4652310611215738
-0.13390731549834012,0.23149328450165996,-1.0,0.04475000000000051,2.0584264361901843,2.4584764361901845
-0.13222766803179553,0.23212278196820435,-1.0,0.04475000000000051,2.0672281468235694,2.4620287468235658
-0.13148712313845845,0.23286257686154155,-1.0,0.04370000000000118,2.076832282901239,2.467431532901247
-0.12947981227272898,0.23487078772727088,-1.0,0.04579999999999984,2.086459656157362,2.4907104061573504
-0.12834843944562646,0.23390096055437315,-1.0,0.04579999999999984,2.096909858311977,2.50221030831199
-0.12793114216957235,0.2343185578304272,-1.0,0.04579999999999984,2.1069219429161192,2.5111716429161133
-0.1286607680635914,0.23568983193641024,-1.0,0.04579999999999984,2.1187953578203347,2.5135959428203334
-0.12937177867872052,0.23602852132127872,-1.0,0.04474999999999696,2.129574029328327,2.5149238793283244
-0.12999870454723172,0.2343514454527682,-1.0,0.04265000000000185,2.1394488382373593,2.5111482382373707
-0.1318673468831566,0.23038295311684287,-1.0,0.04265000000000185,2.148015027684113,2.4997644276841298
-0.13358879155479642,0.22866180844520478,-1.0,0.04160000000000075,2.158700041780338,2.4968001917803404
-0.13408820078942263,0.22711134921057763,-1.0,0.04054999999999964,2.1675355052013456,2.494086105201336
-0.13465286487154948,0.2254977351284495,-1.0,0.03844999999999921,2.177369481781386,2.480818881781391
-0.13563068428637415,0.22451931571362493,-1.0,0.03950000000000031,2.1809104352855853,2.4770107352855915
-0.13750036289357404,0.2236993371064262,-1.0,0.03950000000000031,2.1812565992846826,2.455306599284671
-0.1407904245617928,0.22040927543820743,-1.0,0.03635000000000055,2.178815262659259,2.4444652626592527
-0.14016210996467748,0.21788834003532287,-1.0,0.03950000000000031,2.1737217784754703,2.462471778475492
-0.1372924921412455,0.21445780785875357,-1.0,0.04475000000000051,2.1690051521858775,2.479805152185878
-0.13751685676684744,0.2110832932331519,-1.0,0.03950000000000031,2.1691179907562512,2.4956679907562487
-0.13534554400688137,0.20590505599311726,-1.0,0.03530000000000033,2.1696003432372377,2.508750343237227
-0.13296281472413796,0.19988748527586253,-1.0,0.034250000000000114,2.1575296952230643,2.5197796952230815
-0.12849291981334687,0.19070753018665343,-1.0,0.04054999999999964,2.1464360233659816,2.5265360233659804
-0.1262103800992751,0.18144036990072543,-1.0,0.034250000000000114,2.134763427149738,2.5316634271497263
-0.12350954075346543,0.17049060924653503,-1.0,0.03530000000000033,2.1238979473929076,2.5344479473929082
-0.12029936646839978,0.16005123353160045,-1.0,0.03634999999999966,2.113906914003439,2.5349569140034474
-0.11943758936194726,0.15461181063805185,-1.0,0.03634999999999966,2.103001224903255,2.53350122490325
-0.11803210467581238,0.14866804532418776,-1.0,0.038450000000000095,2.09246365554809,2.5313636555480796
-0.11653108622232011,0.1428189137776812,-1.0,0.04160000000000075,2.0845554635782717,2.528705463578251
-0.12661743733309372,0.13483256266690624,-1.0,0.04475000000000007,2.082345854949881,2.52649585494986
-0.12660456353245486,0.12749543646754624,-1.0,0.04895000000000005,2.0710673838383853,2.5257173838384004
-0.12291291180693698,0.12068708819306195,-1.0,0.05210000000000026,2.067141496779402,2.524941496779422
-0.11961319040489826,0.11663680959510181,-1.0,0.05420000000000025,2.06454353704662,2.5254935370465885
-0.11443737008268506,0.11236262991731394,-1.0,0.05630000000000024,2.064548805641709,2.5254988056417345
-0.10716626706355648,0.11123373293644434,-1.0,0.05734999999999957,2.064735105622492,2.526735105622481
-0.10406772088917293,0.11013227911082701,-1.0,0.0583999999999989,2.0664139273252315,2.527363927325257
-0.10400817328705791,0.10914182671294093,-1.0,0.05734999999999957,2.068899622382662,2.527749622382646
-0.109270029739573,0.10702997026042738,-1.0,0.0583999999999989,2.0703752787487018,2.5271252787487013
-0.11554925142253936,0.10600074857746122,-1.0,0.0583999999999989,2.0725142172541835,2.5271642172541418
-0.11827123908783221,0.1043287609121677,-1.0,0.05734999999999957,2.0744754979342472,2.5259754979342572
