# center point of this view with each line per frame and reference to reference cam (view_0)
x,y,z
0.07604178875343641,-0.41565061529109076,2.8919916126475336
0.08366484063258466,-0.4178790521802405,2.889872988077361
0.09150096898912623,-0.42113481418472626,2.8879501886061227
0.0989914639230736,-0.4231667079793029,2.886505463083454
0.10689899172893784,-0.42458084743862456,2.8873146396461484
0.11532016933296245,-0.4250817474461444,2.890736760152006
0.12407807158592647,-0.423431737802886,2.895739540265045
0.13309297580270088,-0.42206843642307595,2.9011294521623854
0.1421056876831797,-0.42026576268584753,2.905740554879196
0.15135882437213602,-0.4166673025764617,2.910577484176132
0.16094346584737365,-0.41613142926977464,2.9168206015071765
0.17124851348623296,-0.4143794215059708,2.924003435693543
0.1813013303711122,-0.4131585182179243,2.929053975390149
0.19125825367587582,-0.4122011192717756,2.933977244543191
0.20150760797743764,-0.4104379328271596,2.9385250576548447
0.21200512359149307,-0.4092322464705904,2.944087058332049
0.2222568909681222,-0.40759652881115305,2.9489984842936927
0.23245782164559706,-0.40548168540155843,2.952986512533521
0.2434354150609073,-0.4034006665821994,2.9581907754596575
0.25431370059186215,-0.4020994115673849,2.9625958293031274
0.2655001540513143,-0.4001142620849766,2.967069093487988
0.27730644657753173,-0.397642716980771,2.9725380864385396
0.2891888127360343,-0.39568679456251227,2.9773245611994845
0.30146177969395543,-0.3937642137946342,2.981962107458979
0.31230729163274434,-0.39219036184237777,2.984964130309504
0.32180146366679835,-0.3907035791206479,2.985393262364548
0.3310236140832597,-0.3912673736911603,2.9853996799264255
0.3405973594573884,-0.38913648937961126,2.9853386593585456
0.3497820784698345,-0.3861648929275408,2.98615388254372
0.35789268447609374,-0.3855002053859665,2.9853498013802455
0.36481204409623796,-0.3868844489335768,2.9813237289947185
0.3701103789052301,-0.38989101837794876,2.97461436553155
0.3767301449040657,-0.3889778362545022,2.9695603000547663
0.3846082177997799,-0.39056024943639617,2.967333492445076
0.39289081821867683,-0.39036890402660407,2.965193995147038
0.4019584350149839,-0.39010860948854675,2.964829621180044
0.4122648596060235,-0.3890817993071426,2.966066310986944
0.42369896305154514,-0.38705343520120766,2.9689897223973816
0.4361909721324713,-0.3851137579100323,2.973321682241995
0.44871284853420496,-0.3829935513353331,2.9778539983600574
0.46066401577312394,-0.3815480576650032,2.981773189903162
0.47289029956279244,-0.3800094483844831,2.986428287906386
0.48471586332810485,-0.37869339930088297,2.9905913180295847
0.49745651611621794,-0.3770187948839008,2.9955388144391417
0.5101789182150649,-0.3752363856797786,3.000346000316154
0.5232816353343761,-0.37364278398107686,3.005241900455684
0.5370835861921051,-0.37205879971467404,3.0109542105064766
0.5503158440039013,-0.3705589796580747,3.016074950154706
0.5628853190761782,-0.37029689039605934,3.020053336567682
0.575392451445808,-0.3692040416781882,3.0239772036245363
